;country;province;region_1;lat;lon
1337;Italy;Southern Italy;Greco di Tufo;0.0;0.0
1338;France;Provence;Côtes de Provence;0.0;0.0
1339;France;Provence;Coteaux Varois en Provence;0.0;0.0
1340;France;Provence;Côtes de Provence;0.0;0.0
1341;Austria;Wachau;;25.22539605;55.16431379427327
1342;US;California;Sonoma Valley;0.0;0.0
1343;US;California;Paso Robles;0.0;0.0
1344;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
1345;US;Oregon;Rogue Valley;0.0;0.0
1346;Argentina;Mendoza Province;Mendoza;0.0;0.0
1347;Italy;Southern Italy;Salento;0.0;0.0
1348;US;Washington;Washington;48.2627925;-124.24959706003952
1349;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
1350;Italy;Southern Italy;Sannio;0.0;0.0
1351;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
1352;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
1353;France;Bordeaux;Bordeaux Rosé;44.7936698;-0.668297
1354;US;California;California;0.0;0.0
1355;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1356;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
1357;Spain;Northern Spain;Navarra;0.0;0.0
1358;Spain;Northern Spain;Rioja;0.0;0.0
1359;US;California;Russian River Valley;0.0;0.0
1360;US;California;North Coast;0.0;0.0
1361;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
1362;US;California;Paso Robles;0.0;0.0
1363;Italy;Southern Italy;Puglia;0.0;0.0
1364;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
1365;France;Provence;Côtes de Provence;0.0;0.0
1366;Chile;Maipo Valley;;7.308692;-61.8478915
1367;France;Provence;Côtes de Provence;0.0;0.0
1368;US;California;Sta. Rita Hills;0.0;0.0
1369;Italy;Northeastern Italy;Delle Venezie;0.0;0.0
1370;US;California;Mendocino County;0.0;0.0
1371;US;Pennsylvania;Pennsylvania;0.0;0.0
1372;Italy;Northeastern Italy;Venezia Giulia;0.0;0.0
1373;US;California;El Dorado;0.0;0.0
1374;US;California;Sierra Foothills;0.0;0.0
1375;France;Provence;Les Baux de Provence;0.0;0.0
1376;US;California;Amador County;0.0;0.0
1377;Portugal;Douro;;-1.6292632;-45.2368151
1378;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1379;France;Provence;Les Baux de Provence;0.0;0.0
1380;US;California;Sierra Foothills;0.0;0.0
1381;US;California;Shenandoah Valley (CA);0.0;0.0
1382;Chile;Curicó Valley;;7.308692;-61.8478915
1383;US;California;Lodi;0.0;0.0
1384;Italy;Northeastern Italy;Collio;0.0;0.0
1385;Germany;Mosel;;31.4399019;-95.350778
1386;US;Oregon;Southern Oregon;0.0;0.0
1387;Italy;Northeastern Italy;Collio;0.0;0.0
1388;US;California;Russian River Valley;0.0;0.0
1389;South Africa;Swartland;;-23.0379481;30.6493787
1390;South Africa;Swartland;;-23.0379481;30.6493787
1391;Italy;Northeastern Italy;Alto Adige Valle Isarco;0.0;0.0
1392;US;California;Santa Cruz Mountains;0.0;0.0
1393;US;California;Santa Ynez Valley;0.0;0.0
1394;Argentina;Mendoza Province;Mendoza;0.0;0.0
1395;US;California;Carneros;0.0;0.0
1396;US;Michigan;Old Mission Peninsula;0.0;0.0
1397;Portugal;Port;;-1.6292632;-45.2368151
1398;Germany;Mosel;;31.4399019;-95.350778
1399;Italy;Northeastern Italy;Alto Adige;0.0;0.0
1400;Portugal;Dão;;-1.6292632;-45.2368151
1401;US;Michigan;Old Mission Peninsula;0.0;0.0
1402;Italy;Northeastern Italy;Alto Adige;0.0;0.0
1403;Italy;Northeastern Italy;Alto Adige Terlano;0.0;0.0
1404;Italy;Northeastern Italy;Collio;0.0;0.0
1405;US;California;Dry Creek Valley;0.0;0.0
1406;US;California;Dunnigan Hills;0.0;0.0
1407;Italy;Northeastern Italy;Alto Adige;0.0;0.0
1408;Italy;Northeastern Italy;Alto Adige;0.0;0.0
1409;US;California;Mount Veeder;0.0;0.0
1410;Germany;Mosel;;31.4399019;-95.350778
1411;Portugal;Douro;;-1.6292632;-45.2368151
1412;Portugal;Port;;-1.6292632;-45.2368151
1413;US;California;California;0.0;0.0
1414;France;Provence;Bandol;0.0;0.0
1415;France;Alsace;Alsace;48.5813647;7.7421809
1416;France;Alsace;Alsace;48.5813647;7.7421809
1417;US;California;Dry Creek Valley;0.0;0.0
1418;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1419;US;Washington;Red Mountain;48.2627925;-124.24959706003952
1420;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1421;France;Alsace;Alsace;48.5813647;7.7421809
1422;Austria;Burgenland;;25.22539605;55.16431379427327
1423;US;California;Napa Valley;0.0;0.0
1424;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1425;Austria;Leithaberg;;25.22539605;55.16431379427327
1426;France;Alsace;Alsace;48.5813647;7.7421809
1427;France;Alsace;Alsace;48.5813647;7.7421809
1428;US;California;Coombsville;0.0;0.0
1429;US;Washington;Horse Heaven Hills;48.2627925;-124.24959706003952
1430;US;California;Napa Valley;0.0;0.0
1431;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1432;France;Provence;Coteaux d'Aix-en-Provence;0.0;0.0
1433;France;Provence;Bandol;0.0;0.0
1434;South Africa;Simonsberg-Stellenbosch;;-23.0379481;30.6493787
1435;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1436;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1437;France;Provence;Bandol;0.0;0.0
1438;Austria;Wachau;;25.22539605;55.16431379427327
1439;US;Washington;Red Mountain;48.2627925;-124.24959706003952
1440;US;California;Alexander Valley;0.0;0.0
1441;Austria;Wagram-Donauland;;25.22539605;55.16431379427327
1442;Austria;Burgenland;;25.22539605;55.16431379427327
1443;US;California;Paso Robles;0.0;0.0
1444;US;California;Napa Valley;0.0;0.0
1445;France;Southwest France;Madiran;0.0;0.0
1446;France;Burgundy;Chassagne-Montrachet;0.0;0.0
1447;Portugal;Douro;;-1.6292632;-45.2368151
1448;US;California;Sonoma County;0.0;0.0
1449;France;Rhône Valley;Châteauneuf-du-Pape;0.0;0.0
1450;France;Burgundy;Nuits-St.-Georges;0.0;0.0
1451;France;Burgundy;Chambolle-Musigny;0.0;0.0
1452;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1453;France;Burgundy;Beaune;0.0;0.0
1454;Italy;Veneto;Amarone della Valpolicella Classico;0.0;0.0
1455;US;California;Paso Robles;0.0;0.0
1456;US;California;Rutherford;0.0;0.0
1457;Germany;Mosel;;31.4399019;-95.350778
1458;France;Southwest France;Cahors;0.0;0.0
1459;US;California;Happy Canyon of Santa Barbara;0.0;0.0
1460;Italy;Northeastern Italy;Vigneti delle Dolomiti;0.0;0.0
1461;US;California;St. Helena;0.0;0.0
1462;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1463;France;Burgundy;Nuits-St.-Georges;0.0;0.0
1464;US;California;Arroyo Seco;0.0;0.0
1465;Portugal;Alentejo;;-1.6292632;-45.2368151
1466;US;California;Napa Valley;0.0;0.0
1467;US;California;Santa Maria Valley;0.0;0.0
1468;US;California;Napa Valley;0.0;0.0
1469;US;California;St. Helena;0.0;0.0
1470;US;California;Edna Valley;0.0;0.0
1471;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1472;US;California;Napa Valley;0.0;0.0
1473;Chile;Colchagua Valley;;7.308692;-61.8478915
1474;Italy;Central Italy;Montefalco Rosso;0.0;0.0
1475;Italy;Northeastern Italy;Colli Orientali del Friuli;0.0;0.0
1476;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1477;Chile;Rio Claro;;7.308692;-61.8478915
1478;Australia;South Australia;South Australia;-34.7411213;138.6564373
1479;Chile;Maule Valley;;7.308692;-61.8478915
1480;Chile;Colchagua Valley;;7.308692;-61.8478915
1481;US;California;California;0.0;0.0
1482;Argentina;Mendoza Province;Tupungato;0.0;0.0
1483;France;Loire Valley;Menetou-Salon;0.0;0.0
1484;New Zealand;Marlborough;;46.4099904;-62.313043
1485;US;California;Napa Valley;0.0;0.0
1486;Hungary;Villány;;41.9767629;-72.7789842
1487;US;California;Carneros;0.0;0.0
1488;Italy;Central Italy;Sagrantino di Montefalco;0.0;0.0
1489;Italy;Tuscany;Toscana;0.0;0.0
1490;New Zealand;Marlborough;;46.4099904;-62.313043
1491;Italy;Central Italy;Umbria;0.0;0.0
1492;New Zealand;Marlborough;;46.4099904;-62.313043
1493;Argentina;Other;Calchaquí Valley;0.0;0.0
1494;US;California;Paso Robles;0.0;0.0
1495;US;California;Mount Veeder;0.0;0.0
1496;Argentina;Mendoza Province;Mendoza;0.0;0.0
1497;Argentina;Mendoza Province;Mendoza;0.0;0.0
1498;Italy;Northeastern Italy;Collio;0.0;0.0
1499;Chile;Cachapoal Valley;;7.308692;-61.8478915
1500;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
1501;US;California;Santa Lucia Highlands;0.0;0.0
1502;US;California;Russian River Valley;0.0;0.0
1503;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
1504;US;Oregon;Eola-Amity Hills;0.0;0.0
1505;Austria;Kamptal;;25.22539605;55.16431379427327
1506;France;Southwest France;Madiran;0.0;0.0
1507;France;Southwest France;Cahors;0.0;0.0
1508;France;Beaujolais;Moulin-à-Vent;0.0;0.0
1509;Chile;Colchagua Valley;;7.308692;-61.8478915
1510;US;California;Santa Ynez Valley;0.0;0.0
1511;Italy;Sicily & Sardinia;Faro;32.1840381;-96.8847194
1512;France;Beaujolais;Chénas;0.0;0.0
1513;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
1514;US;Oregon;Chehalem Mountains;0.0;0.0
1515;US;California;Napa Valley;0.0;0.0
1516;France;Bordeaux;Médoc;44.7936698;-0.668297
1517;France;Southwest France;Madiran;0.0;0.0
1518;France;Southwest France;Cahors;0.0;0.0
1519;Chile;Maipo Valley;;7.308692;-61.8478915
1520;France;Southwest France;Jurançon;0.0;0.0
1521;Chile;Cachapoal Valley;;7.308692;-61.8478915
1522;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
1523;US;Oregon;Willamette Valley;0.0;0.0
1524;Chile;Cachapoal Valley;;7.308692;-61.8478915
1525;US;California;Livermore Valley;0.0;0.0
1526;Italy;Sicily & Sardinia;Terre Siciliane;32.1840381;-96.8847194
1527;Portugal;Alentejano;;-1.6292632;-45.2368151
1528;Portugal;Alentejano;;-1.6292632;-45.2368151
1529;US;California;California;0.0;0.0
1530;Spain;Catalonia;Penedès;0.0;0.0
1531;Spain;Levante;Jumilla;0.0;0.0
1532;Spain;Central Spain;La Mancha;0.0;0.0
1533;US;California;California;0.0;0.0
1534;France;Loire Valley;Saumur;0.0;0.0
1535;France;Bordeaux;Bordeaux Blanc;44.7936698;-0.668297
1536;France;Bordeaux;Bordeaux Blanc;44.7936698;-0.668297
1537;France;Bordeaux;Bordeaux Rosé;44.7936698;-0.668297
1538;France;Bordeaux;Bordeaux Rosé;44.7936698;-0.668297
1539;US;California;Sonoma County;0.0;0.0
1540;Spain;Catalonia;Montsant;0.0;0.0
1541;Portugal;Lisboa;;-1.6292632;-45.2368151
1542;Portugal;Lisboa;;-1.6292632;-45.2368151
1543;Romania;Jidvei;;45.49288425;21.71999265492126
1544;Italy;Southern Italy;Puglia;0.0;0.0
1545;Spain;Catalonia;Alella;0.0;0.0
1546;Chile;Colchagua Valley;;7.308692;-61.8478915
1547;Portugal;Lisboa;;-1.6292632;-45.2368151
1548;Chile;Central Valley;;7.308692;-61.8478915
1549;Chile;Central Valley;;7.308692;-61.8478915
1550;Italy;Veneto;Bardolino Chiaretto;0.0;0.0
1551;Portugal;Península de Setúbal;;-1.6292632;-45.2368151
1552;Portugal;Alentejo;;-1.6292632;-45.2368151
1553;Italy;Southern Italy;Murgia;0.0;0.0
1554;US;California;Russian River Valley;0.0;0.0
1555;Portugal;Vinho Verde;;-1.6292632;-45.2368151
1556;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1557;US;California;Sonoma Coast;0.0;0.0
1558;France;Bordeaux;Margaux;44.7936698;-0.668297
1559;France;Bordeaux;Margaux;44.7936698;-0.668297
1560;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1561;Italy;Tuscany;Bolgheri Superiore;0.0;0.0
1562;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
1563;Italy;Tuscany;Bolgheri Sassicaia;0.0;0.0
1564;Italy;Tuscany;Bolgheri Superiore;0.0;0.0
1565;US;California;Napa Valley;0.0;0.0
1566;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
1567;US;California;Russian River Valley;0.0;0.0
1568;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
1569;France;Bordeaux;Saint-Julien;44.7936698;-0.668297
1570;Italy;Tuscany;Bolgheri Superiore;0.0;0.0
1571;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
1572;France;Bordeaux;Pomerol;44.7936698;-0.668297
1573;France;Bordeaux;Pauillac;44.7936698;-0.668297
1574;US;California;Oakville;0.0;0.0
1575;France;Bordeaux;Pauillac;44.7936698;-0.668297
1576;France;Bordeaux;Pomerol;44.7936698;-0.668297
1577;US;California;Russian River Valley;0.0;0.0
1578;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
1579;US;California;Russian River Valley;0.0;0.0
1580;France;Bordeaux;Saint-Julien;44.7936698;-0.668297
1581;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
1582;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
1583;US;Washington;Red Mountain;48.2627925;-124.24959706003952
1584;US;California;Sonoma Valley;0.0;0.0
1585;US;California;Russian River Valley;0.0;0.0
1586;US;New York;Finger Lakes;43.0481221;-76.1474244
1587;US;California;Oakville;0.0;0.0
1588;Italy;Sicily & Sardinia;Terre Siciliane;32.1840381;-96.8847194
1589;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
1590;France;Bordeaux;Lalande de Pomerol;44.7936698;-0.668297
1591;US;New York;Finger Lakes;43.0481221;-76.1474244
1592;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
1593;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
1594;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
1595;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
1596;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
1597;France;Bordeaux;Médoc;44.7936698;-0.668297
1598;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1599;France;Bordeaux;Pomerol;44.7936698;-0.668297
1600;US;California;California;0.0;0.0
1601;US;California;Anderson Valley;0.0;0.0
1602;US;Washington;Columbia Gorge (WA);48.2627925;-124.24959706003952
1603;Italy;Sicily & Sardinia;Sicilia;32.1840381;-96.8847194
1604;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1605;New Zealand;Hawke's Bay;;46.4099904;-62.313043
1606;US;New York;North Fork of Long Island;43.0481221;-76.1474244
1607;US;California;Sonoma Coast;0.0;0.0
1608;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1609;Italy;Sicily & Sardinia;Delia Nivolelli;32.1840381;-96.8847194
1610;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
1611;France;Bordeaux;Médoc;44.7936698;-0.668297
1612;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
1613;France;Bordeaux;Cadillac Côtes de Bordeaux;44.7936698;-0.668297
1614;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
1615;France;France Other;Vin de France;0.0;0.0
1616;France;France Other;Vin de France;0.0;0.0
1617;Portugal;Tejo;;-1.6292632;-45.2368151
1618;Argentina;Mendoza Province;Mendoza;0.0;0.0
1619;Portugal;Alentejo;;-1.6292632;-45.2368151
1620;Portugal;Alentejano;;-1.6292632;-45.2368151
1621;Argentina;Mendoza Province;Mendoza;0.0;0.0
1622;Argentina;Mendoza Province;Maipú;0.0;0.0
1623;France;Loire Valley;Touraine;0.0;0.0
1624;France;France Other;Vin de France;0.0;0.0
1625;US;Virginia;Virginia;0.0;0.0
1626;Argentina;Mendoza Province;Mendoza;0.0;0.0
1627;US;America;;49.1009451;1.9672466
1628;France;Loire Valley;Menetou-Salon;0.0;0.0
1629;Portugal;Alentejano;;-1.6292632;-45.2368151
1630;Portugal;Alentejano;;-1.6292632;-45.2368151
1631;US;Virginia;Middleburg;0.0;0.0
1632;France;France Other;Vin de France;0.0;0.0
1633;Portugal;Península de Setúbal;;-1.6292632;-45.2368151
1634;Argentina;Mendoza Province;Mendoza;0.0;0.0
1635;US;California;California;0.0;0.0
1636;Australia;Australia Other;Australia;0.0;0.0
1637;US;California;Napa Valley;0.0;0.0
1638;France;Loire Valley;Reuilly;0.0;0.0
1639;Portugal;Douro;;-1.6292632;-45.2368151
1640;Portugal;Tejo;;-1.6292632;-45.2368151
1641;US;California;North Coast;0.0;0.0
1642;Italy;Piedmont;Gattinara;0.0;0.0
1643;US;California;California;0.0;0.0
1644;US;California;California;0.0;0.0
1645;Spain;Catalonia;Montsant;0.0;0.0
1646;Argentina;Mendoza Province;Vista Flores;0.0;0.0
1647;US;California;Sonoma County;0.0;0.0
1648;Argentina;Mendoza Province;Mendoza;0.0;0.0
1649;Australia;Western Australia;Margaret River;0.0;0.0
1650;Portugal;Lisboa;;-1.6292632;-45.2368151
1651;Argentina;Other;Patagonia;0.0;0.0
1652;US;Oregon;Willamette Valley;0.0;0.0
1653;Portugal;Lisboa;;-1.6292632;-45.2368151
1654;Portugal;Alentejano;;-1.6292632;-45.2368151
1655;Portugal;Douro;;-1.6292632;-45.2368151
1656;France;Bordeaux;Bordeaux;44.7936698;-0.668297
1657;France;Bordeaux;Haut-Médoc;44.7936698;-0.668297
1658;France;Bordeaux;Entre-Deux-Mers;44.7936698;-0.668297
1659;US;Oregon;Southern Oregon;0.0;0.0
1660;US;Oregon;Rogue Valley;0.0;0.0
1661;US;Oregon;Umpqua Valley;0.0;0.0
1662;Italy;Central Italy;Montepulciano d'Abruzzo;0.0;0.0
1663;Portugal;Alentejano;;-1.6292632;-45.2368151
1664;US;California;California;0.0;0.0
1665;Argentina;Other;Salta;0.0;0.0
1666;Australia;Australia Other;South Eastern Australia;0.0;0.0
1667;US;California;California;0.0;0.0
1668;Italy;Central Italy;Montepulciano d'Abruzzo;0.0;0.0
1669;France;Bordeaux;Graves;44.7936698;-0.668297
1670;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
1671;US;Oregon;Southern Oregon;0.0;0.0
1672;US;Oregon;Applegate Valley;0.0;0.0
1673;US;California;Santa Ynez Valley;0.0;0.0
1674;France;Rhône Valley;Châteauneuf-du-Pape;0.0;0.0
1675;France;Rhône Valley;Hermitage;0.0;0.0
1676;Italy;Tuscany;Toscana;0.0;0.0
1677;US;California;Santa Maria Valley;0.0;0.0
1678;US;California;Santa Maria Valley;0.0;0.0
1679;US;California;Livermore Valley;0.0;0.0
1680;Argentina;Mendoza Province;Mendoza;0.0;0.0
1681;Austria;Niederösterreich;;25.22539605;55.16431379427327
1682;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1683;US;Oregon;Willamette Valley;0.0;0.0
1684;Austria;Traisental;;25.22539605;55.16431379427327
1685;Italy;Tuscany;Maremma;0.0;0.0
1686;US;Oregon;Umpqua Valley;0.0;0.0
1687;Italy;Tuscany;Maremma;0.0;0.0
1688;US;California;Napa Valley;0.0;0.0
1689;US;California;Edna Valley;0.0;0.0
1690;US;California;Santa Maria Valley;0.0;0.0
1691;France;Rhône Valley;Châteauneuf-du-Pape;0.0;0.0
1692;US;California;Santa Barbara County;0.0;0.0
1693;Austria;Niederösterreich;;25.22539605;55.16431379427327
1694;US;California;California;0.0;0.0
1695;Argentina;Mendoza Province;Mendoza;0.0;0.0
1696;Italy;Tuscany;Toscana;0.0;0.0
1697;Israel;Galilee;;32.6307267;35.3488686
1698;Italy;Tuscany;Toscana;0.0;0.0
1699;Italy;Tuscany;Maremma;0.0;0.0
1700;Portugal;Bairrada;;-1.6292632;-45.2368151
1701;Spain;Northern Spain;Rueda;0.0;0.0
1702;US;California;Sonoma County;0.0;0.0
1703;US;New York;Finger Lakes;43.0481221;-76.1474244
1704;Israel;Negev Hills;;32.6307267;35.3488686
1705;Italy;Tuscany;Toscana;0.0;0.0
1706;Australia;Australia Other;South Eastern Australia;0.0;0.0
1707;Australia;Western Australia;Margaret River;0.0;0.0
1708;Spain;Northern Spain;Rueda;0.0;0.0
1709;Italy;Tuscany;Toscana;0.0;0.0
1710;US;California;San Benito County;0.0;0.0
1711;Spain;Northern Spain;Rueda;0.0;0.0
1712;Australia;South Australia;McLaren Vale;-34.7411213;138.6564373
1713;Italy;Tuscany;Toscana;0.0;0.0
1714;Portugal;Douro;;-1.6292632;-45.2368151
1715;Israel;Galilee;;32.6307267;35.3488686
1716;US;California;Carneros;0.0;0.0
1717;Portugal;Ribatejano;;-1.6292632;-45.2368151
1718;Spain;Catalonia;Catalunya;0.0;0.0
1719;US;California;Lodi;0.0;0.0
1720;Spain;Central Spain;Vino de la Tierra de Castilla;0.0;0.0
1721;Spain;Northern Spain;Rioja;0.0;0.0
1722;Spain;Galicia;Ribeiro;0.0;0.0
1723;Australia;South Australia;McLaren Vale;-34.7411213;138.6564373
1724;US;Pennsylvania;Pennsylvania;0.0;0.0
1725;US;New York;New York;43.0481221;-76.1474244
1726;Spain;Northern Spain;Rioja;0.0;0.0
1727;France;Bordeaux;Sauternes;44.7936698;-0.668297
1728;US;California;San Luis Obispo County;0.0;0.0
1729;US;California;Santa Cruz Mountains;0.0;0.0
1730;US;Washington;Washington;48.2627925;-124.24959706003952
1731;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1732;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1733;France;Bordeaux;Saint-Émilion;44.7936698;-0.668297
1734;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
1735;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1736;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1737;US;California;Monterey County;0.0;0.0
1738;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1739;US;California;Arroyo Seco;0.0;0.0
1740;Italy;Tuscany;Bolgheri;0.0;0.0
1741;US;Washington;Columbia Gorge (WA);48.2627925;-124.24959706003952
1742;US;California;Alexander Valley;0.0;0.0
1743;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1744;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
1745;France;Bordeaux;Pessac-Léognan;44.7936698;-0.668297
1746;France;Bordeaux;Sauternes;44.7936698;-0.668297
1747;France;Bordeaux;Pauillac;44.7936698;-0.668297
1748;France;Bordeaux;Saint-Estèphe;44.7936698;-0.668297
1749;US;California;Livermore Valley;0.0;0.0
1750;France;Bordeaux;Bordeaux;44.7936698;-0.668297
1751;Spain;Levante;Alicante;0.0;0.0
1752;US;Washington;Washington;48.2627925;-124.24959706003952
1753;Spain;Northern Spain;Rioja;0.0;0.0
1754;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
1755;Spain;Catalonia;Cava;0.0;0.0
1756;US;Washington;Ancient Lakes;48.2627925;-124.24959706003952
1757;France;Loire Valley;Touraine;0.0;0.0
1758;France;France Other;Vin de Savoie;0.0;0.0
1759;Spain;Central Spain;Almansa;0.0;0.0
1760;France;Bordeaux;Bordeaux;44.7936698;-0.668297
1761;US;New York;Cayuga Lake;43.0481221;-76.1474244
1762;US;California;Napa Valley;0.0;0.0
1763;US;New York;Seneca Lake;43.0481221;-76.1474244
1764;Spain;Catalonia;Cava;0.0;0.0
1765;France;Bordeaux;Bordeaux Blanc;44.7936698;-0.668297
1766;US;Washington;Ancient Lakes;48.2627925;-124.24959706003952
1767;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
1768;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
1769;Chile;Cachapoal Valley;;7.308692;-61.8478915
1770;France;Bordeaux;Castillon Côtes de Bordeaux;44.7936698;-0.668297
1771;US;California;California;0.0;0.0
1772;France;France Other;Mediterranée;0.0;0.0
1773;Chile;Central Valley;;7.308692;-61.8478915
1774;US;California;Knights Valley;0.0;0.0
1775;France;Bordeaux;Castillon Côtes de Bordeaux;44.7936698;-0.668297
1776;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
1777;France;Bordeaux;Bordeaux Supérieur;44.7936698;-0.668297
1778;France;Bordeaux;Francs Côtes de Bordeaux;44.7936698;-0.668297
1779;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
1780;US;Washington;Columbia Valley (WA);48.2627925;-124.24959706003952
1781;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1782;Spain;Catalonia;Priorat;0.0;0.0
1783;France;Bordeaux;Blaye Côtes de Bordeaux;44.7936698;-0.668297
1784;France;Bordeaux;Saint-Julien;44.7936698;-0.668297
1785;France;Bordeaux;Médoc;44.7936698;-0.668297
1786;US;Idaho;;49.1009451;1.9672466
1787;US;California;Santa Lucia Highlands;0.0;0.0
1788;US;California;San Luis Obispo County;0.0;0.0
1789;US;California;Sonoma Coast;0.0;0.0
1790;Argentina;Mendoza Province;Uco Valley;0.0;0.0
1791;US;California;Santa Lucia Highlands;0.0;0.0
1792;US;Washington;Walla Walla Valley (WA);48.2627925;-124.24959706003952
1793;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1794;US;California;Carneros;0.0;0.0
1795;US;California;Russian River Valley;0.0;0.0
1796;US;Washington;Red Mountain;48.2627925;-124.24959706003952
1797;Italy;Tuscany;Brunello di Montalcino;0.0;0.0
1798;Italy;Piedmont;Barolo;0.0;0.0
1799;France;Bordeaux;Saint-Estèphe;44.7936698;-0.668297
1800;France;Bordeaux;Lalande de Pomerol;44.7936698;-0.668297
1801;Portugal;Tejo;;-1.6292632;-45.2368151
1802;Portugal;Duriense;;-1.6292632;-45.2368151
1803;France;Beaujolais;Beaujolais-Villages;0.0;0.0
1804;France;Beaujolais;Beaujolais-Villages;0.0;0.0
1805;US;California;Central Coast;0.0;0.0
1806;Spain;Catalonia;Cava;0.0;0.0
1807;France;Champagne;Champagne;48.5813647;7.7421809
1808;US;California;Central Coast;0.0;0.0
1809;Spain;Levante;Valencia;0.0;0.0
1810;Spain;Northern Spain;Rueda;0.0;0.0
1811;US;California;California;0.0;0.0
1812;Portugal;Tejo;;-1.6292632;-45.2368151
1813;Portugal;Duriense;;-1.6292632;-45.2368151
1814;Spain;Levante;Valencia;0.0;0.0
1815;Argentina;Mendoza Province;Mendoza;0.0;0.0
1816;Spain;Catalonia;Cava;0.0;0.0
1817;US;California;Sonoma County;0.0;0.0
1818;France;Beaujolais;Beaujolais;0.0;0.0
1819;France;Beaujolais;Beaujolais Rosé;0.0;0.0
1820;France;Beaujolais;Beaujolais;0.0;0.0
1821;Portugal;Alentejano;;-1.6292632;-45.2368151
1822;Argentina;Mendoza Province;Uco Valley;0.0;0.0
1823;France;Beaujolais;Chiroubles;0.0;0.0
1824;France;Beaujolais;Saint-Amour;0.0;0.0
1825;US;California;Central Coast;0.0;0.0
1826;France;Beaujolais;Beaujolais;0.0;0.0
1827;Spain;Galicia;Ribeira Sacra;0.0;0.0
1828;Spain;Levante;Alicante;0.0;0.0
1829;US;California;Napa Valley;0.0;0.0
1830;US;Oregon;Willamette Valley;0.0;0.0
1831;US;California;Sonoma County;0.0;0.0
1832;US;California;California;0.0;0.0
