,index,country,province,region_1,year,lat,lon,location
1275,5146,US,Washington,Red Mountain,1999,38.8950368,-77.0365427,1
1276,5149,Australia,South Australia,Padthaway,2000,-34.7411213,138.6564373,0
1277,5150,US,Oregon,Southern Oregon,2006,45.4206749,-122.670649,1
1278,5154,US,California,Monterey County,2008,38.628683,-92.5659635,1
1279,5156,Australia,South Australia,Clarendon,2007,-34.7411213,138.6564373,0
1280,5169,US,Oregon,Umpqua Valley,2008,45.4206749,-122.670649,1
1281,5171,US,California,Mount Veeder,2007,38.628683,-92.5659635,1
1282,5173,US,Oregon,Columbia Valley (OR),2008,45.4206749,-122.670649,1
1283,5175,Austria,Wachau,,2009,48.3275563,15.41162578949626,1
1284,5176,New Zealand,Kumeu,,2010,-36.7753095,174.5546604,0
1285,5211,Germany,Pfalz,,2012,53.8156324,13.3702287,1
1286,5214,Germany,Mosel,,1999,50.7810263,12.4780171,1
1287,5215,US,California,St. Helena,2011,38.628683,-92.5659635,1
1288,5217,US,Oregon,McMinnville,2012,45.4206749,-122.670649,1
1289,5250,Spain,Catalonia,Penedès,2012,41.9748222,3.2089753,1
1290,5253,Canada,British Columbia,Okanagan Valley,2013,49.25839375,-123.24658161001928,1
1291,5263,Greece,Rapsani,,2009,39.9020296,22.54849,1
1292,5278,Austria,Burgenland,,2012,47.1863428,16.164464,1
1293,5281,South Africa,Paarl,,2010,-33.741667,18.975,0
1294,5289,Austria,Vienna,,2011,48.2083537,16.3725042,1
1295,5290,Australia,New South Wales,Hunter Valley,2009,-33.9175545,151.2291515,0
1296,5291,Australia,Victoria,Victoria,2011,-21.2309116,148.9741517,0
1297,5292,US,California,Santa Maria Valley,2007,38.628683,-92.5659635,1
1298,5293,Australia,South Australia,Coonawarra,2006,-34.7411213,138.6564373,0
1299,5294,Australia,South Australia,Coonawarra,2009,-34.7411213,138.6564373,0
1300,5307,South Africa,Paarl,,2009,-33.741667,18.975,0
1301,5328,US,California,El Dorado,2009,38.628683,-92.5659635,1
1302,5331,France,Provence,Coteaux d'Aix-en-Provence,2011,46.0974492,4.5808081,1
1303,5336,Italy,Sicily & Sardinia,Isola dei Nuraghi,2007,40.0473963,8.2869829,1
1304,5341,France,Provence,Coteaux Varois,2011,46.0974492,4.5808081,1
1305,5348,Austria,Kremstal,,2014,47.9263917,14.0780469,1
1306,5354,New Zealand,Nelson,,2013,-41.2710849,173.2836756,0
1307,5363,New Zealand,Nelson,,2011,-41.2710849,173.2836756,0
1308,5366,New Zealand,Marlborough,,2011,-36.7846223,174.723989,0
1309,5367,South Africa,Constantia,,2012,-34.0283333,18.4155556,0
1310,5369,New Zealand,Martinborough,,2011,-41.2183252,175.4594856,0
1311,5381,Germany,Rheinhessen,,2009,49.9045181,8.2711082,1
1312,5387,US,California,Mendocino,2010,38.628683,-92.5659635,1
1313,5389,US,Arizona,Cochise County,2011,30.7896348,-95.4679978,1
1314,5395,Portugal,Lisboa,,2012,38.7077507,-9.1365919,1
1315,5397,US,California,Monterey,2012,38.628683,-92.5659635,1
1316,5401,Spain,Andalucia,Vino de la Tierra Altiplano de Sierra Nevada,2007,37.4645318,-5.3443621,1
1317,5407,Hungary,Tokaj,,2012,48.1235534,21.4113895,1
1318,5442,US,New York,North Fork of Long Island,2008,40.7127281,-74.0060152,1
1319,5443,US,California,Potter Valley,2009,38.628683,-92.5659635,1
1320,5445,France,Provence,Bandol,2009,46.0974492,4.5808081,1
1321,5448,Italy,Veneto,Recioto della Valpolicella Classico,2007,45.3045125,11.446266,1
1322,5455,Italy,Veneto,Conegliano Valdobbiadene Prosecco Superiore,2010,45.3045125,11.446266,1
1323,5459,US,Virginia,Virginia,2009,47.52326,-92.536571,1
1324,5480,US,Oregon,Columbia Gorge (OR),2010,45.4206749,-122.670649,1
1325,5481,US,Oregon,Columbia Gorge (OR),2012,45.4206749,-122.670649,1
1326,5485,US,California,Pine Mountain-Cloverdale Peak,2011,38.628683,-92.5659635,1
1327,5490,France,Bordeaux,Saint-Émilion,2010,44.841225,-0.5800364,1
1328,5509,Austria,Weinviertel,,2012,48.4653367,16.28614802566092,1
1329,5526,Spain,Catalonia,Costers del Segre,2013,41.9748222,3.2089753,1
1330,5534,Spain,Catalonia,Montsant,2013,41.9748222,3.2089753,1
1331,5548,US,California,Sonoma Mountain,2010,38.628683,-92.5659635,1
1332,5549,South Africa,Swartland,,2009,-33.29356,18.599382501779992,0
1333,5556,France,Provence,Les Baux de Provence,2006,46.0974492,4.5808081,1
1334,5566,US,California,Bennett Valley,2008,38.628683,-92.5659635,1
1335,5578,US,California,Santa Lucia Highlands,2005,38.628683,-92.5659635,1
1336,5579,Italy,Veneto,Custoza Superiore,2005,45.3045125,11.446266,1
1337,5581,US,California,Yolo County,2005,38.628683,-92.5659635,1
1338,5585,US,California,North Coast,2006,38.628683,-92.5659635,1
1339,5587,US,Washington,Yakima Valley,2004,38.8950368,-77.0365427,1
1340,5589,Italy,Veneto,Veronese,2006,45.3045125,11.446266,1
1341,5593,Germany,Rheingau,,2008,50.0442658,8.1915377,1
1342,5595,Chile,San Antonio,,2010,-33.5932016,-71.6288148,0
1343,5598,US,New York,North Fork of Long Island,2005,40.7127281,-74.0060152,1
1344,5599,Germany,Nahe,,2009,53.7942267,10.13793,1
1345,5604,Italy,Veneto,Valpolicella Superiore,2006,45.3045125,11.446266,1
1346,5609,Italy,Veneto,Valpolicella Superiore Ripasso,2008,45.3045125,11.446266,1
1347,5613,US,California,Carmel Valley,2009,38.628683,-92.5659635,1
1348,5623,Australia,South Australia,Eden Valley,2005,-34.7411213,138.6564373,0
1349,5630,US,California,Red Hills Lake County,2005,38.628683,-92.5659635,1
1350,5644,Austria,Burgenland,,2004,47.1863428,16.164464,1
1351,5655,US,California,Sonoma Mountain,2012,38.628683,-92.5659635,1
1352,5657,Canada,British Columbia,Okanagan Valley,2015,49.25839375,-123.24658161001928,1
1353,5660,US,California,Temecula Valley,2015,38.628683,-92.5659635,1
1354,5686,US,California,Santa Lucia Highlands,2008,38.628683,-92.5659635,1
1355,5712,US,California,Oakville,2011,38.628683,-92.5659635,1
1356,5723,US,California,Big Valley District-Lake County,2014,38.628683,-92.5659635,1
1357,5734,France,Provence,Bandol,2014,46.0974492,4.5808081,1
1358,5735,France,Provence,Les Baux de Provence,2015,46.0974492,4.5808081,1
1359,5751,US,California,Oak Knoll District,2013,38.628683,-92.5659635,1
1360,5761,Romania,Recas,,2013,45.8017074,21.5092923,1
1361,5763,US,California,Fort Ross-Seaview,2013,38.628683,-92.5659635,1
1362,5771,US,California,San Luis Obispo County,2013,38.628683,-92.5659635,1
1363,5777,US,California,San Antonio Valley,2012,38.628683,-92.5659635,1
1364,5792,US,California,Los Carneros,2012,38.628683,-92.5659635,1
1365,5796,US,California,Calistoga,2014,38.628683,-92.5659635,1
1366,5835,US,California,Amador County,2015,38.628683,-92.5659635,1
1367,5837,US,California,Sierra Pelona Valley,2011,38.628683,-92.5659635,1
1368,5842,Italy,Veneto,Valpolicella,2015,45.3045125,11.446266,1
1369,5843,US,California,North Coast,2016,38.628683,-92.5659635,1
1370,5849,Portugal,Dão,,2016,39.9375585,-7.8638768,1
1371,5852,Brazil,Pinto Bandeira,,2014,-29.0977191,-51.4498258,0
1372,5854,France,Bordeaux,Côtes de Bordeaux,2015,44.841225,-0.5800364,1
1373,5855,France,Bordeaux,Cadillac Côtes de Bordeaux,2015,44.841225,-0.5800364,1
1374,5867,Australia,South Australia,Clare Valley,2015,-34.7411213,138.6564373,0
1375,5884,US,California,Sonoma County-Napa County,2014,38.628683,-92.5659635,1
1376,5885,US,California,San Luis Obispo,2015,38.628683,-92.5659635,1
1377,5897,US,California,Rutherford,2010,38.628683,-92.5659635,1
1378,5920,US,California,Atlas Peak,2012,38.628683,-92.5659635,1
1379,5939,France,Bordeaux,Graves,2012,44.841225,-0.5800364,1
1380,5940,France,Bordeaux,Pessac-Léognan,2012,44.841225,-0.5800364,1
1381,5943,France,Bordeaux,Saint-Estèphe,2012,44.841225,-0.5800364,1
1382,5944,US,California,Spring Mountain District,2007,38.628683,-92.5659635,1
1383,5953,US,California,Los Carneros,2009,38.628683,-92.5659635,1
1384,5956,France,Bordeaux,Sauternes,2009,44.841225,-0.5800364,1
1385,5959,Greece,Peloponnese,,2007,37.36332825,22.239537343995494,1
1386,5993,Spain,Catalonia,Terra Alta,2014,41.9748222,3.2089753,1
1387,5996,Moldova,Moldova,,2014,46.957075,28.7591881,1
1388,5997,US,California,Green Valley,2012,38.628683,-92.5659635,1
1389,6002,Italy,Veneto,Veronese,2013,45.3045125,11.446266,1
1390,6005,Uruguay,Uruguay,,2013,-32.5049394,-53.5041115,0
1391,6006,US,California,Spring Mountain District,2014,38.628683,-92.5659635,1
1392,6008,Morocco,Zenata,,2013,33.60920415,-7.4329080578919005,1
1393,6015,Italy,Veneto,Valpolicella Classico Superiore,2015,45.3045125,11.446266,1
1394,6016,US,California,Mendocino Ridge,2015,38.628683,-92.5659635,1
1395,6017,US,California,Ballard Canyon,2016,38.628683,-92.5659635,1
1396,6028,US,Oregon,Willamette Valley,1998,45.4206749,-122.670649,1
1397,6033,US,California,Sonoma County,1995,38.628683,-92.5659635,1
1398,6034,US,Oregon,Rogue Valley,1998,45.4206749,-122.670649,1
1399,6035,Australia,South Australia,Limestone Coast,1998,-34.7411213,138.6564373,0
1400,6036,US,California,Sonoma Valley,1997,38.628683,-92.5659635,1
1401,6037,US,California,Sonoma Valley,1994,38.628683,-92.5659635,1
1402,6043,US,California,Anderson Valley,1994,38.628683,-92.5659635,1
1403,6044,France,Bordeaux,Bordeaux Blanc,1998,44.841225,-0.5800364,1
1404,6047,US,Oregon,Umpqua Valley,1998,45.4206749,-122.670649,1
1405,6048,US,California,Anderson Valley,1995,38.628683,-92.5659635,1
1406,6049,Australia,South Australia,South Australia,1998,-34.7411213,138.6564373,0
1407,6050,US,California,Carneros,1992,38.628683,-92.5659635,1
1408,6052,US,California,Mendocino County,1997,38.628683,-92.5659635,1
1409,6070,US,California,Fair Play,2012,38.628683,-92.5659635,1
1410,6099,Portugal,Minho,,2014,41.6347151,-8.1425725,1
1411,6101,Italy,Sicily & Sardinia,Carignano del Sulcis,2011,40.0473963,8.2869829,1
1412,6111,US,California,Chiles Valley,2012,38.628683,-92.5659635,1
1413,6112,Italy,Sicily & Sardinia,Cannonau di Sardegna,2011,40.0473963,8.2869829,1
1414,6129,France,Champagne,Champagne,2011,45.831944,-0.906667,1
1415,6133,Portugal,Alentejo,,2011,38.0551003,-7.8605799,1
1416,6147,US,California,Mendocino County,2006,38.628683,-92.5659635,1
1417,6152,France,Champagne,Champagne,2000,45.831944,-0.906667,1
1418,6154,Australia,Victoria,Pyrenees,2004,-21.2309116,148.9741517,0
1419,6160,US,California,High Valley,2005,38.628683,-92.5659635,1
1420,6177,US,New York,Long Island,2015,40.7127281,-74.0060152,1
1421,6179,France,Beaujolais,Saint-Amour,2016,46.1186123,4.6156707,1
1422,6183,Spain,Galicia,Rías Baixas,2016,42.8804219,-8.5458608,1
1423,6189,US,New York,Hudson River Region,2016,40.7127281,-74.0060152,1
1424,6198,US,New York,Seneca Lake,2016,40.7127281,-74.0060152,1
1425,6201,US,Colorado,Grand Valley,2011,39.579155,-104.8769227,1
1426,6208,US,Colorado,Grand Valley,2013,39.579155,-104.8769227,1
1427,6210,US,Oregon,Columbia Valley (OR),2014,45.4206749,-122.670649,1
1428,6220,US,Colorado,Grand Valley,2010,39.579155,-104.8769227,1
1429,6233,Portugal,Dão,,2011,39.9375585,-7.8638768,1
1430,6251,Portugal,Alentejano,,2007,38.6976558,-9.35351,1
1431,6261,US,California,Oakville,2010,38.628683,-92.5659635,1
1432,6264,US,California,Diamond Mountain District,2010,38.628683,-92.5659635,1
1433,6271,US,California,Pine Mountain-Cloverdale Peak,2010,38.628683,-92.5659635,1
1434,6277,US,California,Mt. Harlan,2010,38.628683,-92.5659635,1
1435,6278,US,Oregon,Dundee Hills,2000,45.4206749,-122.670649,1
1436,6281,US,Washington,Yakima Valley,2008,38.8950368,-77.0365427,1
1437,6290,Portugal,Lisboa,,2011,38.7077507,-9.1365919,1
1438,6313,US,California,Calaveras County,2010,38.628683,-92.5659635,1
1439,6315,Italy,Veneto,Valdobbiadene Prosecco Superiore,2016,45.3045125,11.446266,1
1440,6324,France,Alsace,Crémant d'Alsace,2014,48.684872850000005,2.17560777527428,1
1441,6327,US,Oregon,Southern Oregon,2015,45.4206749,-122.670649,1
1442,6336,France,Alsace,Alsace,2016,48.684872850000005,2.17560777527428,1
1443,6340,US,California,Adelaida District,2015,38.628683,-92.5659635,1
1444,6341,US,California,Lodi,2016,38.628683,-92.5659635,1
1445,6342,US,California,Diamond Mountain District,2014,38.628683,-92.5659635,1
1446,6345,US,California,Fiddletown,2012,38.628683,-92.5659635,1
1447,6347,Germany,Pfalz,,2009,53.8156324,13.3702287,1
1448,6355,Italy,Sicily & Sardinia,Vermentino di Gallura,2014,40.0473963,8.2869829,1
1449,6366,US,California,Ben Lomond Mountain,2013,38.628683,-92.5659635,1
1450,6376,South Africa,South Africa,,2016,-23.0379481,30.6493787,0
1451,6378,US,California,South Coast,2013,38.628683,-92.5659635,1
1452,6387,Italy,Veneto,Prosecco,2015,45.3045125,11.446266,1
1453,6401,US,California,Mendocino County,2015,38.628683,-92.5659635,1
1454,6406,Italy,Veneto,Veneto,2006,45.3045125,11.446266,1
1455,6408,Austria,Burgenland,,2002,47.1863428,16.164464,1
1456,6415,US,California,Oakville,2004,38.628683,-92.5659635,1
1457,6422,US,Washington,Rattlesnake Hills,2006,38.8950368,-77.0365427,1
1458,6431,US,California,St. Helena,2009,38.628683,-92.5659635,1
1459,6452,Italy,Veneto,Amarone della Valpolicella Classico,2001,45.3045125,11.446266,1
1460,6465,Canada,Ontario,Niagara Peninsula,2008,47.26468685,-53.92039475377365,1
1461,6471,US,California,Rockpile,2010,38.628683,-92.5659635,1
1462,6479,US,California,Rutherford,2006,38.628683,-92.5659635,1
1463,6494,US,Oregon,Rogue Valley,2014,45.4206749,-122.670649,1
1464,6514,US,Michigan,Old Mission Peninsula,2009,41.7075394,-86.8950297,1
1465,6515,US,Michigan,Old Mission Peninsula,2010,41.7075394,-86.8950297,1
1466,6517,US,Missouri,Missouri,2007,29.6185669,-95.5377215,1
1467,6522,US,New Mexico,New Mexico,2009,39.6034351,-76.9488691,1
1468,6527,US,Massachusetts,Southeastern New England,2007,39.775761,-86.14828559204801,1
1469,6539,US,Ohio,Grand River Valley,2009,41.5575349,-89.4609276,1
1470,6547,US,Arizona,Sonoita,2013,30.7896348,-95.4679978,1
1471,6561,US,Michigan,Old Mission Peninsula,2013,41.7075394,-86.8950297,1
1472,6563,US,Texas,Texas,2011,40.3606638,-74.3693157,1
1473,6565,Peru,Ica,,2013,-14.0640967,-75.7290915,0
1474,6570,US,California,Sonoma Mountain,2006,38.628683,-92.5659635,1
1475,6578,US,Washington,Yakima Valley,2005,38.8950368,-77.0365427,1
1476,6587,US,California,Howell Mountain,2005,38.628683,-92.5659635,1
1477,6598,France,Beaujolais,Juliénas,2007,46.1186123,4.6156707,1
1478,6612,US,California,Howell Mountain,2004,38.628683,-92.5659635,1
1479,6621,US,California,San Benito County,2011,38.628683,-92.5659635,1
1480,6635,Spain,Catalonia,Terra Alta,2009,41.9748222,3.2089753,1
1481,6637,US,California,Anderson Valley,2011,38.628683,-92.5659635,1
1482,6648,Australia,Victoria,King Valley,2008,-21.2309116,148.9741517,0
1483,6655,US,California,Sonoma Valley,2006,38.628683,-92.5659635,1
1484,6673,India,Nashik,,2011,20.0112475,73.7902364,1
1485,6690,US,California,Fort Ross-Seaview,2010,38.628683,-92.5659635,1
1486,6698,Spain,Levante,Yecla,2010,37.89502725,-4.760875040624836,1
1487,6700,England,England,,2010,52.1911849,-2.2206585,1
1488,6701,US,California,Mount Veeder,2011,38.628683,-92.5659635,1
1489,6720,US,Washington,Columbia Valley (WA),2002,38.8950368,-77.0365427,1
1490,6725,Spain,Levante,Jumilla,2011,37.89502725,-4.760875040624836,1
1491,6729,US,California,Green Valley,1996,38.628683,-92.5659635,1
1492,6732,US,California,Happy Canyon of Santa Barbara,2008,38.628683,-92.5659635,1
1493,6736,Austria,Wachau,,2008,48.3275563,15.41162578949626,1
1494,6747,US,California,Marin County,2011,38.628683,-92.5659635,1
1495,6748,US,California,Clarksburg,2012,38.628683,-92.5659635,1
1496,6765,US,New York,"The Hamptons, Long Island",2010,40.7127281,-74.0060152,1
1497,6780,US,California,Clarksburg,2006,38.628683,-92.5659635,1
1498,6782,South Africa,Franschhoek,,2006,-33.909167,19.119444,0
1499,6788,US,Oregon,Columbia Gorge (OR),2007,45.4206749,-122.670649,1
1500,6793,South Africa,Swartland,,2006,-33.29356,18.599382501779992,0
1501,6815,France,Bordeaux,Castillon Côtes de Bordeaux,2010,44.841225,-0.5800364,1
1502,6816,France,Bordeaux,Blaye Côtes de Bordeaux,2010,44.841225,-0.5800364,1
1503,6835,South Africa,Stellenbosch,,2008,-33.934444,18.869167,0
1504,6839,France,Bordeaux,Cadillac Côtes de Bordeaux,2010,44.841225,-0.5800364,1
1505,6855,Italy,Veneto,Valdobbiadene Prosecco Superiore,2015,45.3045125,11.446266,1
1506,6857,US,California,Santa Ynez Valley,2016,38.628683,-92.5659635,1
1507,6863,Canada,Ontario,Niagara Escarpment,2014,47.26468685,-53.92039475377365,1
1508,6864,US,California,Contra Costa County,2014,38.628683,-92.5659635,1
1509,6870,New Zealand,South Island,,2015,-43.586562,171.21232939964904,0
1510,6876,Germany,Rheinhessen,,2016,49.9045181,8.2711082,1
1511,6881,US,California,Santa Barbara County,2016,38.628683,-92.5659635,1
1512,6905,US,Michigan,Lake Michigan Shore,2012,41.7075394,-86.8950297,1
1513,6934,US,California,Yountville,2012,38.628683,-92.5659635,1
1514,6941,Australia,South Australia,Eden Valley,2007,-34.7411213,138.6564373,0
1515,6944,Australia,Victoria,Central Victoria,2002,-21.2309116,148.9741517,0
1516,6959,France,Bordeaux,Haut-Médoc,2005,44.841225,-0.5800364,1
1517,6963,Italy,Veneto,Valpolicella Superiore,2015,45.3045125,11.446266,1
1518,6967,US,California,Amador County,2016,38.628683,-92.5659635,1
1519,6968,US,Virginia,Shenandoah Valley,2016,47.52326,-92.536571,1
1520,6969,Uruguay,Atlantida,,2012,-34.7743888,-55.7605883,0
1521,6987,Romania,Tarnave,,2016,46.2082736,24.5432284,1
1522,7002,France,Provence,Palette,2013,46.0974492,4.5808081,1
1523,7003,France,Provence,Coteaux d'Aix-en-Provence,2013,46.0974492,4.5808081,1
1524,7004,France,Bordeaux,Saint-Émilion,2012,44.841225,-0.5800364,1
1525,7010,France,Bordeaux,Castillon Côtes de Bordeaux,2012,44.841225,-0.5800364,1
1526,7014,France,Provence,Var,2009,46.0974492,4.5808081,1
1527,7040,US,California,Rockpile,2008,38.628683,-92.5659635,1
1528,7042,Germany,Mosel,,2008,50.7810263,12.4780171,1
1529,7072,Australia,Victoria,Victoria,2012,-21.2309116,148.9741517,0
1530,7086,US,California,North Coast,2004,38.628683,-92.5659635,1
1531,7089,US,California,Lake County,2006,38.628683,-92.5659635,1
1532,7100,Italy,Veneto,Valdobbiadene Prosecco Superiore,2014,45.3045125,11.446266,1
1533,7101,France,Alsace,Crémant d'Alsace,2013,48.684872850000005,2.17560777527428,1
1534,7104,US,Oregon,Ribbon Ridge,2013,45.4206749,-122.670649,1
1535,7121,France,Beaujolais,Moulin-à-Vent,2014,46.1186123,4.6156707,1
1536,7125,Canada,British Columbia,Okanagan Valley,2011,49.25839375,-123.24658161001928,1
1537,7127,US,California,Carmel Valley,2014,38.628683,-92.5659635,1
1538,7128,US,Oregon,Chehalem Mountains,2009,45.4206749,-122.670649,1
1539,7130,US,Oregon,Oregon,2010,45.4206749,-122.670649,1
1540,7137,US,California,Carmel Valley,2007,38.628683,-92.5659635,1
1541,7141,Canada,British Columbia,Okanagan Valley,2009,49.25839375,-123.24658161001928,1
1542,7146,Chile,San Antonio,,2009,-33.5932016,-71.6288148,0
1543,7151,US,California,Napa County,2008,38.628683,-92.5659635,1
1544,7169,Israel,Galilee,,2012,32.6032121,35.4447957,1
1545,7176,South Africa,Stellenbosch,,2010,-33.934444,18.869167,0
1546,7179,Spain,Catalonia,Tarragona,2010,41.9748222,3.2089753,1
1547,7182,US,California,Oak Knoll District,2012,38.628683,-92.5659635,1
1548,7184,France,Alsace,Crémant d'Alsace,2010,48.684872850000005,2.17560777527428,1
1549,7190,US,California,Carneros,2003,38.628683,-92.5659635,1
1550,7193,US,Oregon,Willamette Valley,2016,45.4206749,-122.670649,1
1551,7221,US,Oregon,McMinnville,2014,45.4206749,-122.670649,1
1552,7223,Italy,Veneto,Valpolicella Classico Superiore,2010,45.3045125,11.446266,1
1553,7224,Italy,Veneto,Valpolicella Ripasso,2010,45.3045125,11.446266,1
1554,7230,US,Washington,Rattlesnake Hills,2009,38.8950368,-77.0365427,1
1555,7233,Italy,Veneto,Valpolicella Classico,2010,45.3045125,11.446266,1
1556,7234,South Africa,Elgin,,2010,-34.1486111,19.0427778,0
1557,7248,Spain,Galicia,Ribeira Sacra,2009,42.8804219,-8.5458608,1
1558,7266,Romania,Dealu Mare,,2010,46.7202291,23.1579285,1
1559,7284,US,California,Lake County,2014,38.628683,-92.5659635,1
1560,7295,US,Washington,Red Mountain,2014,38.8950368,-77.0365427,1
1561,7296,US,California,Oak Knoll District,2016,38.628683,-92.5659635,1
1562,7299,US,California,Temecula Valley,2016,38.628683,-92.5659635,1
1563,7306,France,Bordeaux,Bordeaux Blanc,2016,44.841225,-0.5800364,1
1564,7318,US,New York,Finger Lakes,2005,40.7127281,-74.0060152,1
1565,7319,US,California,Lodi,2004,38.628683,-92.5659635,1
1566,7332,Spain,Galicia,Rías Baixas,2006,42.8804219,-8.5458608,1
1567,7336,US,California,Arroyo Grande Valley,2005,38.628683,-92.5659635,1
1568,7339,US,California,Lake County,2010,38.628683,-92.5659635,1
1569,7353,US,Washington,Columbia Gorge (WA),2012,38.8950368,-77.0365427,1
1570,7364,US,California,Fort Ross-Seaview,2012,38.628683,-92.5659635,1
1571,7373,US,California,Santa Barbara-Monterey,2010,38.628683,-92.5659635,1
1572,7377,US,California,Napa-Sonoma,2009,38.628683,-92.5659635,1
1573,7387,Australia,South Australia,Clarendon,2008,-34.7411213,138.6564373,0
1574,7391,Spain,Catalonia,Montsant,2005,41.9748222,3.2089753,1
1575,7399,US,California,Rockpile,2005,38.628683,-92.5659635,1
1576,7401,US,California,Knights Valley,2004,38.628683,-92.5659635,1
1577,7405,France,Alsace,Alsace,2005,48.684872850000005,2.17560777527428,1
1578,7410,US,California,Monterey County,2006,38.628683,-92.5659635,1
1579,7423,South Africa,Paarl,,1998,-33.741667,18.975,0
1580,7424,US,Oregon,Willamette Valley,2001,45.4206749,-122.670649,1
1581,7425,US,California,Central Coast,2002,38.628683,-92.5659635,1
1582,7427,US,California,Monterey,2002,38.628683,-92.5659635,1
1583,7428,South Africa,Stellenbosch,,1999,-33.934444,18.869167,0
1584,7429,South Africa,Stellenbosch,,2000,-33.934444,18.869167,0
1585,7430,US,California,Mendocino County,2000,38.628683,-92.5659635,1
1586,7431,Australia,South Australia,Adelaide Hills,2001,-34.7411213,138.6564373,0
1587,7433,US,Oregon,Oregon,2000,45.4206749,-122.670649,1
1588,7435,South Africa,Paarl,,2000,-33.741667,18.975,0
1589,7436,US,California,El Dorado County,2001,38.628683,-92.5659635,1
1590,7438,US,California,Paso Robles,2000,38.628683,-92.5659635,1
1591,7439,Spain,Catalonia,Penedès,2002,41.9748222,3.2089753,1
1592,7441,South Africa,Stellenbosch,,2001,-33.934444,18.869167,0
1593,7442,France,Alsace,Alsace,2000,48.684872850000005,2.17560777527428,1
1594,7443,US,California,Sonoma Valley,1999,38.628683,-92.5659635,1
1595,7445,New Zealand,Marlborough,,2002,-36.7846223,174.723989,0
1596,7446,US,California,California,2000,38.628683,-92.5659635,1
1597,7447,Australia,Victoria,Yarra Valley,2000,-21.2309116,148.9741517,0
1598,7456,Spain,Catalonia,Costers del Segre,2015,41.9748222,3.2089753,1
1599,7462,US,New York,Cayuga Lake,2016,40.7127281,-74.0060152,1
1600,7487,US,Oregon,Oregon,2006,45.4206749,-122.670649,1
1601,7489,US,Idaho,Idaho,2003,40.6536764,-79.3469844,1
1602,7490,US,New Mexico,New Mexico,2005,39.6034351,-76.9488691,1
1603,7493,Spain,Catalonia,Terra Alta,2005,41.9748222,3.2089753,1
1604,7497,US,California,Paso Robles,2003,38.628683,-92.5659635,1
1605,7500,US,Oregon,Southern Oregon,2004,45.4206749,-122.670649,1
1606,7505,US,California,Temecula,2011,38.628683,-92.5659635,1
1607,7507,France,Beaujolais,Morgon,2014,46.1186123,4.6156707,1
1608,7512,Italy,Veneto,Valdobbiadene Prosecco Superiore,2013,45.3045125,11.446266,1
1609,7513,Canada,Ontario,Beamsville Bench,2012,47.26468685,-53.92039475377365,1
1610,7517,Australia,Victoria,Yarra Valley,2014,-21.2309116,148.9741517,0
1611,7518,France,Champagne,Champagne,2009,45.831944,-0.906667,1
1612,7525,US,California,Marin County,2012,38.628683,-92.5659635,1
1613,7528,US,California,Arroyo Seco,2012,38.628683,-92.5659635,1
1614,7544,Spain,Levante,Jumilla,2007,37.89502725,-4.760875040624836,1
1615,7545,Spain,Levante,Jumilla,2008,37.89502725,-4.760875040624836,1
1616,7552,Spain,Levante,Jumilla,2005,37.89502725,-4.760875040624836,1
1617,7553,US,California,Mt. Harlan,2007,38.628683,-92.5659635,1
1618,7568,Cyprus,Cyprus,,2008,35.129393050000004,33.22978295894309,1
1619,7569,Romania,Recas,,2008,45.8017074,21.5092923,1
1620,7583,Romania,Recas,,2007,45.8017074,21.5092923,1
1621,7587,France,Bordeaux,Bordeaux,2007,44.841225,-0.5800364,1
1622,7592,Italy,Veneto,Veneto,2002,45.3045125,11.446266,1
1623,7606,US,California,Sonoma Coast,2001,38.628683,-92.5659635,1
1624,7607,Portugal,Bucelas,,2001,38.9016248,-9.118728,1
1625,7608,Mexico,Valle de Guadalupe,,1999,21.0113273,-102.6147189,1
1626,7609,Italy,Veneto,Veneto,2000,45.3045125,11.446266,1
1627,7617,US,Oregon,Chehalem Mountains,2016,45.4206749,-122.670649,1
1628,7618,Italy,Veneto,Prosecco,2016,45.3045125,11.446266,1
1629,7620,US,California,Clarksburg,2016,38.628683,-92.5659635,1
1630,7621,New Zealand,Martinborough,,2015,-41.2183252,175.4594856,0
1631,7622,Canada,Ontario,Lake Erie North Shore,2016,47.26468685,-53.92039475377365,1
1632,7623,US,California,Carneros,2016,38.628683,-92.5659635,1
1633,7629,Italy,Veneto,Prosecco Treviso,2016,45.3045125,11.446266,1
1634,7633,US,California,Shenandoah Valley (CA),2014,38.628683,-92.5659635,1
1635,7636,Italy,Veneto,Conegliano Valdobbiadene Prosecco Superiore,2016,45.3045125,11.446266,1
1636,7643,New Zealand,South Island,,2009,-43.586562,171.21232939964904,0
1637,7647,US,California,Yountville,2009,38.628683,-92.5659635,1
1638,7652,France,Beaujolais,Côte de Brouilly,2010,46.1186123,4.6156707,1
1639,7676,Greece,Santorini,,2013,36.4622122,25.3757257,1
1640,7677,Spain,Catalonia,Cava,2009,41.9748222,3.2089753,1
1641,7679,Greece,Naoussa,,2012,40.6308695,22.0704126,1
1642,7691,Italy,Sicily & Sardinia,Salina,2012,40.0473963,8.2869829,1
1643,7693,US,California,Shenandoah Valley (CA),2005,38.628683,-92.5659635,1
1644,7697,South Africa,Wellington,,2005,-33.643055,19.010556,0
1645,7718,France,Bordeaux,Médoc,2014,44.841225,-0.5800364,1
1646,7719,US,California,Red Hills Lake County,2014,38.628683,-92.5659635,1
